Tên_mặt_hàng,Đơn_vị_tính,Loại_giá,Loại_tiền,Ngày,Giá
Cà phê Robusta nhân xô,VNĐ/kg,Thu mua,VNĐ,2021-01-01,31667.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-01-04,32717.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-01-05,32417.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-01-06,32317.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-01-07,32117.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-01-08,31817.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-01-11,31517.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-01-12,31417.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-01-13,31217.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-01-14,31817.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-01-15,31717.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-01-18,32017.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-01-19,31617.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-01-20,31717.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-01-21,31617.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-01-22,31333.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-01-25,31117.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-01-26,31117.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-01-27,31317.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-01-28,31317.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-01-29,31117.0
Cà phê Robusta nhân xô,VNĐ/kg,Thu mua,VNĐ,2021-02-01,31459.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-02-02,31517.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-02-03,31067.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-02-04,31267.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-02-05,31417.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-02-08,31417.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-02-09,31617.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-02-10,31717.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-02-11,31517.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-02-12,31633.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-02-16,31400.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-02-17,31367.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-02-18,31567.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-02-19,31667.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-02-22,31567.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-02-23,32267.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-02-24,32667.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-02-25,32667.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-02-26,32767.0
Cà phê Robusta nhân xô,VNĐ/kg,Thu mua,VNĐ,2021-03-01,32388.75
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-03-02,32575.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-03-03,32475.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-03-04,32375.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-03-05,32275.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-03-08,32075.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-03-09,31725.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-03-10,32350.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-03-11,32425.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-03-12,32525.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-03-15,32266.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-03-16,32133.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-03-17,32483.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-03-18,32583.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-03-19,32083.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-03-22,31567.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-03-23,31767.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-03-24,31467.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-03-25,31267.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-03-26,31267.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-03-29,32267.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-03-30,31917.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-03-31,31817.0
Cà phê Robusta nhân xô,VNĐ/kg,Thu mua,VNĐ,2021-04-01,32081.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-04-02,31617.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-04-05,31717.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-04-06,31717.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-04-07,31817.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-04-08,31717.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-04-09,32117.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-04-12,32017.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-04-13,32117.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-04-14,32117.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-04-15,32517.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-04-16,32417.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-04-19,32217.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-04-20,32317.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-04-21,32617.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-04-22,32517.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-04-23,32517.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-04-26,32617.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-04-27,32917.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-04-28,33117.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-04-29,33117.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-04-30,32817.0
Cà phê Robusta nhân xô,VNĐ/kg,Thu mua,VNĐ,2021-05-01,32813.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-05-03,32900.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-05-04,32817.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-05-05,33117.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-05-06,33817.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-05-07,33867.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-05-10,33067.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-05-11,32667.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-05-12,32967.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-05-13,32567.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-05-14,32267.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-05-17,31967.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-05-18,31967.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-05-19,32667.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-05-20,32267.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-05-21,32267.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-05-24,32367.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-05-25,32467.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-05-26,32667.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-05-27,33083.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-05-28,33383.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-05-31,33917.0
Cà phê Robusta nhân xô,VNĐ/kg,Thu mua,VNĐ,2021-06-01,34049.25
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-06-02,34267.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-06-03,34067.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-06-04,34383.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-06-07,33867.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-06-08,33967.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-06-09,33467.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-06-10,33267.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-06-11,33267.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-06-14,33367.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-06-15,33067.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-06-16,33167.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-06-17,33667.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-06-18,33167.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-06-21,34167.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-06-22,34267.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-06-23,33967.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-06-24,34367.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-06-25,34767.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-06-28,35267.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-06-29,35767.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-06-30,35067.0
Cà phê Robusta nhân xô,VNĐ/kg,Thu mua,VNĐ,2021-07-01,35905.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-07-02,35583.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-07-05,35567.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-07-06,35167.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-07-07,35067.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-07-08,35467.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-07-09,35567.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-07-12,35867.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-07-13,35867.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-07-14,35367.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-07-15,35867.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-07-16,35767.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-07-19,35867.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-07-20,35467.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-07-21,35750.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-07-22,36167.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-07-23,37067.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-07-26,37367.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-07-27,38067.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-07-28,37567.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-07-29,37567.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-07-30,37067.0
Cà phê Robusta nhân xô,VNĐ/kg,Thu mua,VNĐ,2021-08-01,37656.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-08-02,36267.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-08-03,36167.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-08-04,36567.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-08-05,36567.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-08-06,36467.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-08-09,36067.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-08-10,36767.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-08-11,37367.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-08-12,37467.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-08-13,37367.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-08-16,37067.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-08-17,37467.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-08-18,37367.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-08-19,37667.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-08-20,37367.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-08-23,39200.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-08-24,39200.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-08-25,39200.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-08-26,38350.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-08-27,39600.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-08-30,39450.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-08-31,39450.0
Cà phê Robusta nhân xô,VNĐ/kg,Thu mua,VNĐ,2021-09-01,39647.75
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-09-02,39850.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-09-03,39650.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-09-06,39600.0
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-09-07,39816.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-09-08,39816.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-09-09,39516.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-09-10,38666.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-09-13,40516.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-09-14,39116.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-09-15,39316.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-09-16,39716.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-09-17,39816.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-09-20,40516.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-09-21,40416.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-09-22,40416.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-09-23,40016.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-09-24,40016.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-09-27,40216.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-09-28,39816.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-09-29,40616.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-09-30,39716.5
Cà phê Robusta nhân xô,VNĐ/kg,Thu mua,VNĐ,2021-10-01,39883.25
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-10-04,40316.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-10-05,40016.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-10-06,39616.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-10-07,39666.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-10-08,39716.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-10-11,39966.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-10-12,39466.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-10-13,39866.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-10-14,40216.5
Cà phê Robusta nhân xô,Vnđ/kg,Thu mua,VNĐ,2021-10-15,40216.5
